registro,Ener_1_mean_50,Ener_1_variance_50,Ener_2_mean_50,Ener_2_variance_50,Ener_3_mean_50,Ener_3_variance_50,Ener_5_mean_50,Ener_5_variance_50,Ener_6_mean_50,Ener_6_variance_50,Ener_7_mean_50,Ener_7_variance_50
302,86.52890417847206,7.7019604019217915,130.31157423356615,34.73635863409534,21.723102928646096,0.5414259290141504,7.5870751445962386,0.0691274196822368,975.9431439084958,2.0049086143911263,505.7264278719199,1.30911608848574
303,86.53398508954619,7.693484456737805,130.1047403531079,36.893657614894906,21.692471750667096,0.5288549695089383,7.595859197580251,0.07462218455025356,975.8287372092245,1.9324001904576147,505.72753511864437,1.3102290310899318
304,86.37700349562822,7.793287643028948,130.07477604764367,37.31005625388669,21.655943118226727,0.535357246263539,7.60576552203254,0.07897122309717658,975.7151617440392,1.8776553090258583,505.7864740646738,1.1062641343876276
305,86.37719990240898,7.793722782908402,130.0174028145103,37.4256755082156,21.613098989813363,0.5577437007301649,7.6146893250359575,0.08360770258128034,975.5876198363671,1.8062321252214921,505.7792391037229,1.102718302196194
306,86.25378929738359,8.306731562843117,129.9683574205562,36.99659798532343,21.57836782348235,0.5841551401785579,7.621728648052369,0.08681712106167552,975.4704907145303,1.8257480582672023,505.790253318793,1.1014118429403026
307,86.19725383284907,8.303586120966582,130.10738526240397,38.61559077231679,21.51844494949889,0.5264669079931006,7.629247284825165,0.09046238013729399,975.3655548230736,1.8449115398251068,505.799875212029,1.090601461302853
308,86.14459799940734,8.220856872129204,129.73673734553944,40.54872962650183,21.480529033715406,0.4826878443437724,7.637702068287935,0.09368568982849741,975.2590386888504,1.8889908167409424,505.8422505200093,1.0798409348528057
309,86.15165540385414,8.236254040576762,129.8617160275888,39.255975327591344,21.454988919671887,0.48746258174788026,7.646151432283374,0.09634337363557167,975.1624102894472,1.932329900914852,505.84044143838247,1.0806718744098271
310,86.09218488862798,8.172432532836039,129.59154239832895,38.458246205967846,21.40855848258147,0.5267808425346031,7.656280651537528,0.10110837894763663,975.0690880442978,1.9698349565297228,505.79548581330675,1.1119298800364703
311,85.90788444056588,8.116107436683787,129.37151166527497,38.828456270249326,21.37838355240533,0.5110908087467544,7.663498724804307,0.10301771840342558,974.974916850136,2.047020389598838,505.83150845865833,1.15366253202586
312,85.81093600148677,7.844499344551011,129.30069111293315,39.50872848922465,21.352165218856616,0.47825156280935893,7.66951578128604,0.10432243186899808,974.8774298659624,2.1504776058225583,505.86593322324995,1.1567606400539128
313,85.58361343192225,6.635921685221078,129.0122081853374,41.847350467404,21.30364432044766,0.4993429117457209,7.671635507780107,0.10437279091521451,974.775623966367,2.237751470534827,505.7974584995928,1.098342157266521
314,85.50812084043926,6.427587284580607,128.7938100436657,37.875869182939965,21.280331929700242,0.48813353983456054,7.672702462535439,0.10450226417067253,974.6763093620002,2.3060297940494676,505.8027866302278,1.0951004290824198
315,85.38074403743276,6.206865653889475,128.27476346522522,40.065891526663385,21.245991411292668,0.5449657330199658,7.675652251434488,0.10432698962410127,974.5757018135301,2.3603491019645784,505.8536385443786,1.0024654846635037
316,85.27754233296704,5.62762008843235,127.929373224556,37.55114130508679,21.19045882396339,0.5040476751150463,7.677870988501041,0.10398477064748612,974.4780723959594,2.4235991179879464,505.8670302726552,1.0058802466973047
317,85.21698625147084,5.76538049528384,127.93909633966744,37.60991725539489,21.15704867287294,0.5293855821873743,7.682859106838788,0.10286363936530478,974.3784943142828,2.4554631771083755,505.9409034649754,1.1109815683309865
318,85.09723414690879,5.228134773517889,127.68843363150613,36.01283134476838,21.12666214664583,0.495333810612393,7.6887594927485745,0.1020542214699819,974.2749654304552,2.5153762002072395,505.94878981747473,1.0991029247209063
319,85.00484851971862,5.524555189570023,127.33224791913517,34.95171108620438,21.116638338510178,0.48447686220576713,7.698645223412289,0.10111647412364307,974.1674602957635,2.5363408734552757,505.922809044667,1.0950824819732332
320,84.92931166201114,5.275470753224688,127.21713037598727,35.94866184706818,21.088669144614332,0.44577922132757547,7.7125135460144785,0.10522476543812981,974.0640854850391,2.566093304769545,505.9506925775766,1.1543114979862472
321,84.70215187514887,5.821235976132553,127.02107585762796,33.80103014718091,21.086141612836403,0.44566898019223755,7.726065330965356,0.10778064189299937,973.9567723287054,2.563981172647633,506.0022784885152,1.046278237659977
322,84.70470392310713,5.815108567385687,126.73078703844796,32.65767973514549,21.057630810746897,0.4638171812947452,7.73942015062897,0.10850065034866407,973.8490850383403,2.5888019229294743,506.0803419138167,0.9863244760810473
323,84.63349933814705,5.821826837189908,126.64320524511233,32.9596729273097,21.039585356371926,0.45686970547146594,7.7544507697562075,0.10791140574499766,973.7408522877683,2.620211952734848,506.09221276247195,0.9818256932513929
324,84.54283127413446,5.818756098063598,126.54606128748107,32.6017226794151,21.0261448709801,0.45962210106575235,7.7691534926586,0.10769620121887194,973.6359176968,2.6762610438423775,506.11714305258494,1.03137559795437
325,84.40258949192176,6.77337616770778,126.35489869699626,30.364557254507385,20.99503041091261,0.48256461304984727,7.78986186228125,0.10804817607026981,973.5341483334735,2.7072027067444004,506.1765228629517,0.8610395972004129
326,84.27227344734794,6.818773327175597,126.15818848861772,30.957954424816247,20.968429765446853,0.4465636946489386,7.811799699369881,0.10887338611062863,973.4346956472627,2.758600931980498,506.1744414980941,0.8598720382817816
327,84.15650647461554,6.129434221278862,125.7882618105836,31.71592527581083,20.943071798795295,0.4300060491454969,7.832081648154413,0.10698130373131082,973.3328542373954,2.829700500667243,506.1243873026193,0.7977587850851773
328,84.06667600352648,6.457001733134312,125.59178339608356,33.0564039674607,20.902517483720967,0.39773843116105634,7.851406300088335,0.1017890759557946,973.2341035573132,2.900273062926972,506.1552297757334,0.8846451717373844
329,83.8666902570667,6.540272899978447,125.69773785751703,33.26456217903431,20.886469222744093,0.38761104829953114,7.871655717229139,0.0978041883671428,973.1276023079795,2.9400419332084327,506.17602597898184,0.8483148297215024
330,83.71134200400928,6.673896073108085,125.68455857840449,33.338906139284006,20.866214513798685,0.384309640016608,7.892415718764502,0.09185299249534587,973.0148432714803,2.9863079491189177,506.15765258275127,0.8626124802943419
331,83.72162968439716,6.673428647084242,125.44954618430062,35.15025599833116,20.868267297670787,0.38448647042681516,7.915438308758966,0.0886890710015761,972.9046376420988,3.0072518581018928,506.20540515091795,0.9472118813497724
332,83.66627072765061,6.660128828878131,125.17588410886032,35.74739148708681,20.853921388625604,0.3614638685403934,7.94058175305169,0.08443551281628182,972.8030627604578,3.037419893971643,506.202956395367,0.9414186924188309
333,83.62358815435064,6.510532626276774,125.3332974222834,35.301207475608486,20.830281820395633,0.36440379016817703,7.965123694856682,0.07506172144744581,972.7033536004644,3.071488626723449,506.23195012576065,1.0186647882604285
334,83.49991466187095,5.92638816200952,125.01633779709702,32.019448992466124,20.803264342900786,0.3628269766282673,7.986802249193765,0.06416634673576743,972.5936486532578,3.0868996367220096,506.25567529162595,0.9766945704816736
335,83.34626615118735,5.92121883420152,124.61082148407678,33.050344521107526,20.78207250074036,0.3718070816620854,8.007556757021899,0.055700426504683875,972.4976236048835,3.0499661726030376,506.27604592864975,0.9988691191106591
336,83.36105313816479,5.957622967603825,124.31972443646625,33.63211869904769,20.73220426364298,0.2919352117328524,8.021914866999941,0.053307271343568004,972.3988717346192,2.990888272951958,506.3404648932421,1.0257852799288387
337,83.23632632127772,6.002801156527246,124.22570138631298,32.58078652066264,20.7231953308204,0.283738518731624,8.039232462174134,0.051626839139876195,972.299777336044,2.901589477279798,506.3168600559565,1.0324210996664671
338,83.2320426922883,6.034378583305185,124.1077352144984,33.182754934981226,20.698743555302904,0.3022401073825595,8.055684152757085,0.05166556449043531,972.1990205578039,2.8169624894675116,506.34847744378703,1.0302833148795834
339,83.12384236535165,5.781157612279009,124.34063782509855,34.08822995168055,20.67593833779466,0.3281229351372966,8.073663924064244,0.05121380268886772,972.0997641490409,2.737206792898791,506.36021255986896,1.0226794391254552
340,83.09013107629112,5.806540032283643,124.36883333261466,34.428813465906586,20.652620589955838,0.31526569423810363,8.087672537336763,0.0500144784303993,971.9928259224622,2.6585703242952223,506.3689695623809,1.019581672851665
341,83.08600606379885,5.809064748163077,124.29281401764405,33.44457749510105,20.63968617771889,0.31844408876970626,8.09812257767754,0.04995193523709815,971.8763018036439,2.5440067111890796,506.3835807886671,0.9975384883446311
342,83.00646444571566,5.934023394916346,124.27326811396614,33.44654318774426,20.62633744307898,0.3182738293126915,8.108220922202342,0.04996990526349038,971.7599795718661,2.4161337583994387,506.4099863345743,1.0090027040314284
343,83.03523172647535,5.933646948613644,124.3540667677859,33.44903884477041,20.60256437490568,0.3571397209918866,8.113147436726742,0.04941900754638761,971.6468352775056,2.2596669412355097,506.4160676105758,1.0097575494969502
344,82.94080673463536,6.138346304509576,124.28759301357087,33.69635315107124,20.598124578869218,0.35290711182054013,8.11843030304173,0.049456790493999224,971.5380269137298,2.1463550348337765,506.42319146055297,1.0004568693059115
345,82.77981358674755,6.205320359436726,124.12323732946133,33.42715295739372,20.580739104727304,0.34855724765999885,8.125398108219457,0.050176515315867906,971.4305868171045,2.027058996169416,506.46721332711536,1.070321373238172
346,82.70666305408089,6.810087279314342,123.83162569722634,34.44107407964408,20.56806088090096,0.31932008461278566,8.132161059350462,0.05025834167012357,971.3286795752224,1.9331993695793994,506.50313269671454,1.0403948925868902
347,82.62767497474789,6.877794061846533,123.53661137703706,31.798201478371396,20.559295907365016,0.31903810761041873,8.142162285497024,0.05134915320761572,971.2398865740357,1.869543397136927,506.5164104989294,1.000684973743595
348,82.5960263449861,6.842534954601043,123.25742945188253,32.88039046260055,20.559304291220506,0.31902755512205877,8.157258174050856,0.05276605894947881,971.1460539599944,1.785657777287392,506.52340092520325,0.9947465665517592
349,82.53375283149607,6.705402884924838,123.23553747780441,32.96373829868707,20.546439786054226,0.3182411964106551,8.171326304720594,0.05619637126591754,971.0601331191056,1.7275106939461962,506.49345654401577,1.0104284526276959
350,82.48465609575175,6.710041770057304,123.04022383776625,34.38449844720328,20.53088170197906,0.29555830604795685,8.181530134562214,0.060525098994840605,970.9795699613801,1.6843843469481092,506.4812438317966,1.0055642101547775
351,82.35956418638432,6.627046372700906,122.95602954037705,35.165339033582484,20.500561940227172,0.2957256842706205,8.196545107465031,0.06618048101636052,970.9046063418829,1.5583742953044188,506.4898535852857,1.0174204618052223
352,82.28790894189984,6.263336736962724,122.4896830779123,38.21039032684363,20.47884891028578,0.27570114419478015,8.206503656945669,0.06942140249688296,970.8287572613027,1.4322899047567916,506.50205015276725,1.0388729583751297
353,82.1841749830811,6.0491660314349165,122.42466193860069,38.7618945745893,20.462327335063133,0.2669522899586271,8.216700801810816,0.07276999584393094,970.7595361940147,1.317630041017596,506.53527974245486,1.0767993205092241
354,82.1646925322002,6.066742572132859,122.31287346051778,39.362383189500115,20.456594386207684,0.2661217772616463,8.226489316444203,0.07450208941847516,970.6896027491208,1.218318304401587,506.5537803119365,1.0561376567269853
355,81.9769836144528,5.797036465312302,122.13937475099712,38.98680711502009,20.44300454499779,0.27949410326762075,8.234665847772957,0.07553240176488871,970.6260150308153,1.1547643060388655,506.5718865763606,1.04623291023698
356,81.8865883355825,6.35016929443231,122.00636968634744,36.90879289574552,20.443783876579133,0.27938423513313,8.245348610972068,0.07650602043174216,970.5706670324051,1.094091271636812,506.6031133847158,1.058669471280888
357,81.83166901991585,6.170024375944297,121.6248615521436,30.78414988469892,20.440325801404416,0.27942972113630127,8.253954200236215,0.07679595516956104,970.5100142977109,1.013821433067646,506.6535380707355,1.0707486141449896
358,81.82675354863001,6.133185561534008,121.7630241861828,30.744776011020218,20.434872426029465,0.2733817385315404,8.260086511365603,0.07589412687901949,970.4516722765948,0.9534286015646986,506.65888530143377,1.0732965918869437
359,81.70297804726908,5.4930026267254455,121.70938618403727,30.221742300849144,20.43894848434275,0.2767311053334801,8.271346919854837,0.07642451869070231,970.3804111348632,0.8985032866912115,506.7039776991127,1.0748548284495114
360,81.6403369086811,5.247127107924902,121.76788988302631,30.716402198075293,20.446536282915428,0.2705837984904899,8.27904515153314,0.07724481947499907,970.3045420243345,0.8448431150953831,506.7497783356853,0.9600270222011654
361,81.64875786325747,5.248987478898,121.61936725477725,31.39850879005804,20.431816875755906,0.2679787366518374,8.288555437591924,0.07576808895631042,970.2382314718785,0.7992439371833955,506.7056336536743,1.0095401568442617
362,81.56055273585277,5.06921348709359,121.44856113336283,32.42517977927517,20.39650053010784,0.266069611436025,8.301589917958513,0.0745437138115518,970.1680904759298,0.7974825919933318,506.73356069776054,1.0512607192547834
363,81.45065259336245,5.435646048871176,121.48143810983166,32.245970506343134,20.397156954981007,0.26542854973478897,8.317379822582675,0.06875857133411115,970.0992023420523,0.7967130798381324,506.7993453549464,0.9728601041697439
364,81.38407654261734,5.173550639894996,121.1335488687842,30.57838717715634,20.374272700421876,0.2660372969401946,8.330368385097985,0.06237412375928401,970.028532884638,0.7858062138915887,506.83036735155423,0.947276123873208
365,81.38697863523014,5.184188414593889,121.24366358108784,29.467109112014466,20.392638929180816,0.2536463928310322,8.342515899622317,0.05459109511928578,969.9492952451794,0.805792771683274,506.8558004578413,0.9472574562646789
366,81.30242304227804,4.832030184517797,121.09044349722599,30.080803875213736,20.392298368181713,0.2537923654082376,8.355244197154331,0.04487549786572283,969.8721226165254,0.8170258755780092,506.8990024400301,0.9933443621664498
367,81.24517094151518,4.842131020626403,120.7477458473441,28.924854906614673,20.38347495208309,0.26534533113599496,8.365265178693488,0.036392538196955,969.7933118396672,0.8203955629897989,506.8767484043537,0.9477596419079384
368,81.1788779497298,4.640241405136463,120.69151735514534,28.632941151830593,20.356701399128134,0.27125357573820963,8.372396865319859,0.030215066084409894,969.725568294543,0.8201312220854216,506.8580883152117,1.021256278626087
369,81.15693071044979,4.664757620655582,120.87798877126696,30.133274749657165,20.354396578748872,0.2666034244648599,8.376268466400376,0.02718749168590439,969.6563192878497,0.8178897878347514,506.85791307248184,1.0217928345616538
370,81.11950708883374,4.4646073168793965,120.85086476779009,30.210180491770384,20.328643253138537,0.2615565372980172,8.376221656307477,0.027204684593976413,969.5866275481087,0.8141053544673899,506.87926830119153,1.0801913811340584
371,81.17293909306187,4.262771657740303,120.72758588487547,29.275744425164127,20.314619614687846,0.2508709086152289,8.381458205742296,0.026163489948660645,969.5175897619521,0.8057657526551272,506.9148093837947,1.0969786746246353
372,81.13406235935614,4.146511877127423,120.7035920809291,29.264324219799935,20.313977205833833,0.2512421238600869,8.39026208118461,0.024856702224673594,969.4507074778604,0.8137368888360522,506.93407114559085,1.1431154298967785
373,81.12649445500492,4.122985290635291,120.64428805985328,29.185494867236272,20.295811596097472,0.2502379576812297,8.398601240392987,0.023453320651126427,969.3881183633824,0.8184876444394233,506.98912710685033,1.211896005857766
374,81.1126638655789,4.098352302606447,120.66791666820696,29.470300122195823,20.295633160287515,0.2501300493267504,8.403945090876393,0.021866754830372277,969.3205441312483,0.8516393279863277,507.01333439004725,1.2764049685042758
375,81.16657869876724,3.8606324986079468,120.49220532620004,28.59783446456234,20.29366913028737,0.25202325971998263,8.40722494573447,0.021745980370848683,969.2491258774394,0.8776516925633794,507.01070924288797,1.2809691278943733
376,81.09200133745095,4.177950203696975,120.17112674836504,34.16624059709724,20.27105420123838,0.24592471579212954,8.407415050326328,0.02173245620739745,969.1817262001221,0.8990477122829931,507.02918262226376,1.274944777317941
377,81.02885398145042,3.971905685969282,120.16897363981406,34.18602642512306,20.271967834704586,0.24665763637922825,8.408754975699946,0.02148276771230127,969.1228807914471,0.9143940724306622,507.05223393838105,1.2298622808606285
378,81.0684954493493,3.9736371792470777,120.23097514382157,34.03229922622485,20.262149567920353,0.2509396657010336,8.415328164553012,0.020751576751291797,969.0624684816955,0.9314637448809338,507.0409507990989,1.2076971432218715
379,81.0331575809277,4.202342612878044,120.03525740086836,32.34264930983377,20.23205564541749,0.2630352999538957,8.423947465952951,0.02193336988791214,968.9989660074011,0.9681305143162869,507.0489408821782,1.1911352325270181
380,81.06441127368721,4.152361772376099,119.96056126202379,32.23102026418371,20.211815917109945,0.2745218615878492,8.433338660944134,0.023211837513222453,968.9377218735191,1.0241566083653417,507.095352130037,1.1356629086865841
381,80.99005533285066,3.9907085231298427,119.99160986825711,32.02288144297171,20.197806590704968,0.262921980658672,8.442351953066732,0.026884103154072855,968.8653300318117,1.1127766016504683,507.04850955241614,1.1356206977240477
382,80.85530216108225,4.503268548974341,120.05273187016854,31.886648455642867,20.165112600844903,0.24357253788919603,8.452717390183814,0.032919395449201444,968.7817600296074,1.2396407007290056,507.04839975964234,1.1355644593981329
383,80.78729835543314,4.257088063825991,120.10302522257084,32.808401041400025,20.172741701659614,0.24687288990724932,8.466486754372047,0.04033455964991001,968.702824612603,1.339940599088279,507.0658892304562,1.1936674683768291
384,80.79165120807394,4.275775726837903,120.02499116804343,32.75913395407645,20.16973240641132,0.24734292682138112,8.482065072143135,0.04627469587752435,968.6329721978942,1.4222189035016344,507.086520280503,1.1688131625097156
385,80.80579732060984,4.251331581461808,120.37413111398098,34.15493919676255,20.176484488682174,0.24804468927042012,8.49584175563989,0.05110022325345182,968.5542700561075,1.4587912057528192,507.0805741746372,1.1678870459975834
386,80.62930385317573,4.32344907835384,120.49889207566535,33.87258886012594,20.174411663621807,0.24775713233761468,8.510390385131743,0.055631583695613156,968.4719641961404,1.5088755360319246,507.0750998239315,1.1577341325865358
387,80.64903720424245,4.3176980615850304,120.28600433723226,33.139864000411535,20.16640468451996,0.23831681038367525,8.52009359106119,0.058469355705149266,968.3852795903035,1.558800485613682,507.1216026541024,1.1259424897251153
388,80.70836957135235,4.3563960322800686,120.40096644533328,33.43259862085173,20.191099313177013,0.24675971304545677,8.528163712231558,0.06073439747369223,968.2959816385433,1.6373539357933415,507.14135783513257,1.1441806245451396
389,80.64794870850079,4.426558280380162,119.92156861960892,33.622838633565905,20.206041668830846,0.23871134610422745,8.536791434267716,0.06399307052129057,968.2104326811068,1.695006652980657,507.1545302921332,1.1310509184957929
390,80.60685414104668,4.406388347144742,119.70409896605784,31.080249326151247,20.204775581022396,0.23841560485179883,8.546617666215145,0.0658557284683406,968.1365502598471,1.7383400017846062,507.1703771276732,1.1195343798537054
391,80.54515762555353,4.3350445424988475,119.58466076874092,29.582609968587178,20.21254919190026,0.24139912388089885,8.560487447845306,0.0699432922012022,968.0676321549555,1.7836047287025956,507.20817546362645,1.1008666954708604
392,80.55018716485168,4.333668896776977,119.56767646301108,29.452824261529518,20.201600717073905,0.2453147356323926,8.574943909434769,0.07437458653473941,967.9954572054623,1.840634258030988,507.23933171362756,1.1533117549480218
393,80.46712059881096,4.139004946864343,119.50986984849995,28.81992086563065,20.223545749294768,0.22538910109001156,8.594714748859612,0.0779452574601849,967.9185620052347,1.8919453889078521,507.2494866221844,1.145754518406858
394,80.53665952809808,4.252783463067314,119.57178167904048,29.179125799955866,20.196222904945163,0.22184672930471505,8.612813320562832,0.08164125377957732,967.8380827472973,1.9753483241941308,507.28406349319977,1.1143984843889296
395,80.62434263568505,4.2963056562972755,119.5904176923991,29.246972326353614,20.184234710914524,0.2270466732551128,8.630468336388338,0.08763882207422975,967.759253776889,2.0440448606587083,507.23696694631815,1.125406560164575
396,80.67076627122746,4.047746942298121,119.77070722442835,29.17710372779572,20.153006733972152,0.19912568715999368,8.64692363808217,0.09020680721392092,967.6756249502334,2.133630651031798,507.2472225912298,1.1251806552677757
397,80.72768060874989,4.163443939613772,119.70924716845957,29.249610910813868,20.15990072698786,0.2044187808513419,8.66168817983354,0.09489057705595927,967.5897748537459,2.197266908875651,507.3026080351708,1.0670818439557612
398,80.6233874028473,4.358478622007473,119.94586723423225,29.542264827108426,20.161200065291006,0.20392740708649884,8.675037361190817,0.1013871547715278,967.50142190398,2.281871359652276,507.3537276499699,1.0908922220669486
399,80.5587911984118,4.374155340192334,119.89343409362652,29.584729144789243,20.14987675927392,0.20802713251019123,8.689905352366884,0.11123957828132358,967.4079923149081,2.3779257365512065,507.3876196578404,1.0203299279636504
400,80.56923623261315,4.394035027579368,120.12650347909401,29.826085931481007,20.14205174142835,0.19968288690174624,8.700881166104017,0.1161315810006045,967.3066316354158,2.5068511343368116,507.42358965803163,1.0108486387217182
401,80.59124965352738,4.375615989671917,120.20968601763552,29.53076177981845,20.132506828702546,0.21177725240505246,8.708522401045458,0.11980092210596924,967.196155500512,2.534274933635619,507.44199129343855,1.0259758459327397
402,80.54823769179109,4.254965853299828,120.48739901478096,26.390325375611955,20.108018956275842,0.22845321051302453,8.715583847084897,0.12087364646512244,967.0802796517493,2.5934257733831045,507.41377658259626,1.0530692523433811
403,80.56258549072918,4.268366047754963,120.65635818389444,26.50328759872593,20.101524875700573,0.2277918747654283,8.720816468953977,0.1213013874450734,966.9588141665994,2.638272122701269,507.391742827378,1.0550900978997346
404,80.53138314656744,4.273570802244255,120.88353071373008,27.361589869966085,20.09365857069589,0.22630093038590368,8.727523350048518,0.12125370479544995,966.8391711890654,2.691498600298689,507.43427614664915,1.0646496546250444
405,80.6336892332332,4.285529881875515,120.92510420403936,27.283905885212317,20.11428583870212,0.22796819179353067,8.736735897937448,0.12115817814678756,966.7203459668938,2.7381879503119824,507.4626186066882,1.0650867881599833
406,80.7426760536641,3.9986186406607165,120.83634185669435,26.685482054396648,20.121361859892712,0.2345080998025695,8.749542024583628,0.1245230200762671,966.5959333391975,2.742420856189016,507.4757326588489,1.0763808230536782
407,80.71222550447821,3.96103914554947,120.59408175989087,29.962151577531237,20.11651642888442,0.23342941988880297,8.766657773092367,0.12980074004172304,966.4709486018994,2.7387363242946923,507.4598963092383,1.0717721779474845
408,80.65811023729928,3.5921098029417022,120.42716485748079,29.851502146245892,20.100906313242916,0.22241544865273466,8.785858841765567,0.13144796818567478,966.3532587805754,2.696663948039924,507.45374953411715,1.079137178683718
409,80.66954606332709,3.6114080924063487,120.19408427906488,30.310198371234616,20.077895548407287,0.20941750168860657,8.802060657501892,0.13744570604953993,966.2429394195814,2.7065469938071276,507.47049324324684,1.105863742760247
410,80.63746320073503,3.5738663237155515,120.02949920920747,29.262948552035308,20.075893653103176,0.2089741492176567,8.821921653691916,0.145730519026086,966.1344117861812,2.73081152749327,507.50505235112666,1.107246728352652
411,80.60590779445496,3.5382697522886764,120.07233107299824,28.97886535341716,20.051203277314382,0.23532208341354535,8.84327082424851,0.1521180447530039,966.0233505919578,2.7092416845883354,507.5292333305775,1.0165375326824755
412,80.57206491408695,3.609881626100586,120.13247487331441,28.453495898200345,20.059809555542802,0.23035834992820597,8.862104460653068,0.15953851710486586,965.9199307189244,2.7293340076282213,507.5291432260308,1.0164238263440888
413,80.62616560471892,3.3755624232975485,120.06392411469989,28.760713515079985,20.064827003391926,0.23033608263354913,8.881682989660417,0.16522326809832125,965.8109980593657,2.7675414244762857,507.57350370516593,1.1417908347182208
414,80.60718571630171,3.3526775705058602,120.24590369030929,28.520656272910603,20.065735766569905,0.22988728641571118,8.904767299012429,0.1695392936785825,965.7034078709183,2.7838340236502823,507.6074553972319,1.1725977556298943
415,80.56856570729998,3.218624760089987,120.11711953624742,29.67832677539932,20.05408676494779,0.2260622935656286,8.930509812378268,0.17227675262207578,965.608141831579,2.813589734628625,507.6060593940557,1.1730624411204325
416,80.53087025793597,3.2355903930856202,120.13229607304092,29.542935109939666,20.052912643916887,0.22584405994904333,8.957398750613324,0.17344758935179838,965.5132527222612,2.8180156883063767,507.606275997601,1.1734511867570483
417,80.56261656895164,3.2357821301745937,120.28890464724346,28.810735699236886,20.06789715465899,0.22094890135238907,8.98990396639504,0.1757669719476599,965.4260810359432,2.7837629093413043,507.622339069901,1.1774669539965483
418,80.54635460038098,3.2329307171956034,120.38376585619392,29.564394471323798,20.090514315291635,0.22458805100398815,9.026082312648951,0.17718090664108907,965.3252211829554,2.7486439149970296,507.7331309191432,1.0786611088792866
419,80.5438901961834,3.2356207643209074,120.13971966448224,28.057214795948344,20.075172957687855,0.19890964426277308,9.0599166157175,0.16964090035560953,965.2275305656066,2.6974186413186643,507.77123735861517,0.9661942905898868
420,80.5368038944483,3.205167618784115,120.30731185391282,29.002331999862662,20.094526224592606,0.2065203878972286,9.088210632498596,0.15973159659014813,965.1241847308664,2.666565772370568,507.7904629677589,1.0227814504286148
421,80.56092196810151,3.238892136535825,120.04597793827041,31.82293057582382,20.100078352230035,0.21089306192521978,9.113194917845156,0.15648008292162202,965.024209404328,2.60295399904265,507.77473400612246,1.027879319955117
422,80.55366762422337,3.22544554049559,120.08131112020087,31.90720033300851,20.10794014898555,0.21261989595330694,9.135758369224307,0.15522916447137006,964.9273419981405,2.532531060985377,507.7787021802389,1.03518516246379
423,80.55709535292563,3.2393989930731077,120.15902626346059,32.17133311515248,20.140025321247304,0.24902590332948393,9.155277343951571,0.14976807262943942,964.8269422289264,2.4443522340987758,507.7818860460671,1.0433036970392187
424,80.50640009631948,3.2551869053452,119.96299411279439,31.294719945711968,20.128755492898332,0.24508259175822963,9.17381738876711,0.1379760110826111,964.7298248241874,2.4010924751358025,507.79640395200926,1.0873313416174366
425,80.48662567975934,3.2819782434753937,119.90739550050263,31.601632065867214,20.13212654286686,0.24320480822378815,9.190456047715445,0.12790343626161368,964.6330598611552,2.3575795145955656,507.85996655060916,1.0685666495823156
426,80.56299908104388,3.0582334108572056,120.29370196935183,26.369809134364402,20.14191314329725,0.24234141810500265,9.209655009361846,0.11446934326180244,964.5393735111015,2.2722086453957933,507.8535262960661,1.0777113666007685
427,80.57177691804677,3.0713577196240434,120.42964936933986,25.99537501099929,20.13619321478481,0.23760928025240433,9.230180528240242,0.0995357407601303,964.4403391751688,2.15343497000702,507.8912613235989,1.0568922593667198
428,80.59701825988824,3.1799341242930965,120.39163159846939,26.05946087353934,20.150387563468115,0.23817320802790454,9.246262566234714,0.08922006130130025,964.3364569678108,2.056238807365057,507.91822936176135,1.0842207280176304
429,80.66927135605346,2.9099876720187265,120.42927363900746,26.05953675406457,20.16420938373263,0.22367598417576023,9.257821599705157,0.08306872218933403,964.2349455784356,1.9864776990382351,507.9870611716565,1.0838234449767932
430,80.66278300032148,2.907097259258988,120.44988507647012,26.01488518794772,20.204700879608495,0.24563124595873495,9.268018889898556,0.07728625424449549,964.1259960905979,1.9676270185222382,507.9836011767805,1.0868249427995014
431,80.74181616579997,3.1501882704828397,120.68583069694704,27.362326084266332,20.206078522131158,0.24588246892875648,9.276748547588014,0.0738776783026277,964.0243030020466,1.9936917126195919,508.0192790425452,0.9988545742417523
432,80.8263018107525,2.636053605726636,120.80709136976928,28.041170670532633,20.213763616667727,0.24017848546720513,9.280036354794476,0.0725073780311961,963.926585780575,2.0790304168226803,508.0169609322412,1.0025416653894057
433,80.89214415408077,2.8620526194912954,120.6848202130198,26.415971390473896,20.215751005409054,0.24182743517741606,9.282048182402717,0.07183800384175014,963.8216509246505,2.154241970686888,508.0077955692688,0.9860677180659607
434,80.87708046136191,2.808537805013166,120.9720317918906,29.21445762092325,20.23747480010566,0.2567215827308078,9.286641332912227,0.07072307516286046,963.7132864943535,2.183468616674393,508.0468585770595,0.9821553769626619
435,80.88601177265421,2.8021110050923155,120.92702995128303,28.405120278781453,20.257269966182406,0.28259040340410774,9.291642715814616,0.0690990978334544,963.6020898029988,2.1923727984425896,508.0878119473862,0.979456795919269
436,80.96780793231774,2.3385417449082655,121.07410145591162,29.942714923575714,20.24139022307879,0.2973268037627929,9.296875887028722,0.06756138578002603,963.489263604244,2.2405042880983865,508.09998692642694,0.9809531658003707
437,80.9898725258516,2.363869875515086,121.3710728574499,31.735726837127764,20.25043683003679,0.3070786965964687,9.305506880194377,0.06431524438380105,963.3793852101563,2.2857981986122202,508.11409370484245,0.9858923467062937
